#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Edwardsiella tarda FL6-60	718251	PRJNA45969	45969	Proteobacteria	Gammaproteobacteria	3.7288	59.7004	NC_017309.1	CP002154.1	NC_017318.1	CP002155.1	-	2	3389	3256	2010/08/26	2014/01/30	Complete	IBL Leiden University	SAMN02603331	GCA_000146305.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Edwardsiella tarda
Niastella koreensis GR20-10	700598	PRJNA42711	42711	Bacteroidetes/Chlorobi group	Bacteroidetes	9.03368	44.9	NC_016609.1	CP003178.1	-	-	-	1	7444	7174	2011/12/14	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232043	GCA_000246855.1	REPR	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	Niastella	Niastella koreensis
Serratia plymuthica AS9	768492	PRJNA60457	60457	Proteobacteria	Gammaproteobacteria	5.44288	56	NC_015567.1	CP002773.1	-	-	-	1	5139	4952	2011/05/20	2013/07/06	Complete	US DOE Joint Genome Institute	SAMN00713621	GCA_000214235.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica
Desulfatibacillum alkenivorans AK-01	439235	PRJNA19449	19449	Proteobacteria	delta/epsilon subdivisions	6.51707	54.5	NC_011768.1	CP001322.1	-	-	-	1	5359	5252	2008/12/24	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00000039	GCA_000021905.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
Helicobacter felis ATCC 49179	936155	PRJEA61189	61189	Proteobacteria	delta/epsilon subdivisions	1.67268	44.5	NC_014810.2	FQ670179.2	-	-	-	1	1701	1653	2010/12/16	2013/08/28	Complete	Wellcome Trust Sanger Institute	-	GCA_000200595.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter felis
Corynebacterium jeikeium K411	306537	PRJNA13967	13967	Actinobacteria	Actinobacteria	2.47682	61.3561	NC_007164.1	CR931997.1	NC_003080.1	AF401314.1	-	2	2181	2120	2001/08/22	2013/06/10	Complete	Bielefeld Univ	-	GCA_000006605.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
Acidovorax ebreus TPSY	535289	PRJNA29975	29975	Proteobacteria	Betaproteobacteria	3.79657	66.8	NC_011992.1	CP001392.1	-	-	-	1	3609	3479	2009/01/27	2013/12/24	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001444	GCA_000022305.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus
Clostridium saccharoperbutylacetonicum N1-4(HMT)	931276	PRJNA60605	60605	Firmicutes	Clostridia	6.66645	29.498	NC_020291.1	CP004121.1	NC_020292.1	CP004122.1	-	2	5937	5821	2013/02/19	2014/01/30	Complete	Georg-August-University Goettingen	SAMN02603265	GCA_000340885.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum
Spiroplasma apis B31	1276258	PRJNA184751	184751	Tenericutes	Mollicutes	1.16055	28.3	NC_022998.1	CP006682.1	-	-	-	1	1030	997	2013/12/03	2014/02/14	Complete	Academia Sinica	SAMN02641479	GCA_000500935.1	REPR	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma apis
Streptomyces flavogriseus ATCC 33331	591167	PRJNA33771	33771	Actinobacteria	Actinobacteria	7.6561	70.9525	NC_016114.1	CP002475.1	NC_016110.1,NC_016115.1	CP002476.1,CP002477.1	-	3	6857	6572	2011/01/25	2013/06/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS152855	GCA_000176115.2	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces flavogriseus
Meiothermus ruber DSM 1279	504728	PRJNA196343	196343	Deinococcus-Thermus	Deinococci	3.09888	63.4	NC_021081.1	CP005385.1	-	-	-	1	3109	3056	2013/04/22	2014/01/08	Complete	Pacific Biosciences	SAMN01909280	GCA_000376665.1	-	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus ruber
Ehrlichia canis str. Jake	269484	PRJNA10694	10694	Proteobacteria	Alphaproteobacteria	1.31503	29	NC_007354.1	CP000107.1	-	-	-	1	984	925	2005/08/12	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598261	GCA_000012565.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis
Exiguobacterium sibiricum 255-15	262543	PRJNA10649	10649	Firmicutes	Bacilli	3.04079	47.6793	NC_010556.1	CP001022.1	NC_010549.1,NC_010550.1	CP001023.1,CP001024.1	-	3	3155	3015	2008/04/03	2013/12/11	Complete	US DOE Joint Genome Institute	SAMN00120225	GCA_000019905.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	NA	Exiguobacterium	Exiguobacterium sibiricum
Zunongwangia profunda SM-A87	655815	PRJNA38641	38641	Bacteroidetes/Chlorobi group	Bacteroidetes	5.12819	36.2	NC_014041.1	CP001650.1	-	-	-	1	4713	4653	2010/04/21	2013/11/05	Complete	ShanDong University	SAMN02603855	GCA_000023465.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda
Myxococcus fulvus HW-1	483219	PRJNA27837	27837	Proteobacteria	delta/epsilon subdivisions	9.00359	70.6	NC_015711.1	CP002830.1	-	-	-	1	7362	7284	2011/06/22	2014/01/30	Complete	College of Life Science, Shandong University	SAMN02603152	GCA_000219105.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus fulvus
Vibrio vulnificus CMCP6	216895	PRJNA349	349	Proteobacteria	Gammaproteobacteria	5.1267	46.7159	NC_004459.3,NC_004460.2	AE016795.3,AE016796.2	-	-	-	2	4572	4433	2002/12/22	2014/01/30	Complete	Chonnam Univ.	SAMN02603130	GCA_000039765.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus
Candidatus Liberibacter asiaticus str. psy62	537021	PRJNA29835	29835	Proteobacteria	Alphaproteobacteria	1.22733	36.5	NC_012985.3	CP001677.5	-	-	-	1	1162	1109	2009/07/17	2014/01/30	Complete	Horticultural Research Laboratory, USDA-ARS	SAMN02603311	GCA_000023765.2	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter asiaticus
Gordonibacter pamelaeae 7-10-1-b	657308	PRJNA39175	39175	Actinobacteria	Actinobacteria	3.60802	64	NC_021021.1	FP929047.1	-	-	-	1	2071	2021	2010/03/25	2013/08/27	Complete	MetaHIT	-	GCA_000210055.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Capnocytophaga canimorsus Cc5	860228	PRJNA50199	50199	Bacteroidetes/Chlorobi group	Bacteroidetes	2.57141	36.1	NC_015846.1	CP002113.1	-	-	-	1	2471	2404	2011/07/14	2014/01/30	Complete	BIOZENTRUM, Basel university, Switzerland	SAMN02603043	GCA_000220625.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus
Actinosynnema mirum DSM 43827	446462	PRJNA19705	19705	Actinobacteria	Actinobacteria	8.24814	73.7	NC_013093.1	CP001630.1	-	-	-	1	7175	6916	2009/08/13	2013/12/24	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001904	GCA_000023245.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinosynnema	Actinosynnema mirum
Bordetella avium 197N	360910	PRJNA27	27	Proteobacteria	Betaproteobacteria	3.73225	61.6	NC_010645.1	AM167904.1	-	-	-	1	3502	3381	2006/02/01	2013/06/10	Complete	Sanger Institute	-	GCA_000070465.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella avium
Arthrospira platensis NIES-39	696747	PRJDA42161	42161	Cyanobacteria	Oscillatoriophycideae	6.78843	44.3	NC_016640.1	AP011615.1	-	-	-	1	6676	6630	2010/03/26	2013/06/11	Complete	National Institute of Technology and Evaluation	-	GCA_000210375.1	REPR	Bacteria	Cyanobacteria	NA	Oscillatoriales	NA	Arthrospira	Arthrospira platensis
Streptococcus pseudopneumoniae IS7493	1054460	PRJNA69547	69547	Firmicutes	Bacilli	2.19546	39.7968	NC_015875.1	CP002925.1	NC_015876.1	CP002926.1	-	2	2280	2236	2011/07/29	2013/06/08	Complete	Public Health Laboratory- Toronto	SAMN02603728	GCA_000221985.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae
Xanthomonas axonopodis pv. citri str. 306	190486	PRJNA297	297	Proteobacteria	Gammaproteobacteria	5.27417	64.7396	NC_003919.1	AE008923.1	NC_003922.1,NC_003921.3	AE008925.1,AE008924.1	-	3	4489	4427	2001/11/28	2013/05/23	Complete	Sao Paulo state (Brazil) Consortium	SAMN02603846	GCA_000007165.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
Prochlorococcus marinus str. MIT 9313	74547	PRJNA220	220	Cyanobacteria	Prochlorales	2.41087	50.7	NC_005071.1	BX548175.1	-	-	-	1	2330	2269	2003/08/14	2013/06/10	Complete	DOE Joint Genome Institute	-	GCA_000011485.1	-	Bacteria	Cyanobacteria	NA	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
Mycobacterium canettii CIPT 140070010	1205674	PRJEB92	184389	Actinobacteria	Actinobacteria	4.52595	65.5	NC_019951.1	FO203509.1	-	-	-	1	4138	3941	2012/12/19	2013/06/11	Complete	Genoscope CEA	-	GCA_000328785.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii
Borrelia afzelii PKo	390236	PRJNA68149	68149	Spirochaetes	Spirochaetia	1.40429	27.8982	NC_017238.1	CP002933.1	NC_017231.1,NC_017230.1,NC_017239.1,NC_017227.1,NC_017228.1,NC_017237.1,NC_017226.1,NC_017232.1,NC_017225.1,NC_017235.1,NC_017233.1,NC_017224.1,NC_017240.1,NC_017241.1,NC_017234.1,NC_017229.1,NC_017236.1	CP002940.1,CP002937.1,CP002943.1,CP002939.1,CP002941.1,CP002949.1,CP002938.1,CP002942.1,CP002936.1,CP002946.1,CP002944.1,CP002935.1,CP002948.1,CP002950.1,CP002945.1,CP002934.1,CP002947.1	-	18	1493	1454	2011/08/05	2013/06/08	Complete	University of Maryland School of Medicine - Institute For Genome Sciences	SAMN02604205	GCA_000222835.1	-	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	Borrelia afzelii
Helicobacter heilmannii ASB1.4	1216962	PRJEB367	178269	Proteobacteria	delta/epsilon subdivisions	1.8046	47.8	-	HE984298.2	-	-	-	1	1983	1928	2012/10/15	2013/07/31	Complete	ansmet	-	GCA_000319205.1	-	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter heilmannii
Syntrophus aciditrophicus SB	56780	PRJNA16258	16258	Proteobacteria	delta/epsilon subdivisions	3.1793	51.5	NC_007759.1	CP000252.1	-	-	-	1	3217	3166	2006/01/26	2013/06/10	Complete	Integrated Genomics	SAMN02603418	GCA_000013405.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
Campylobacter fetus subsp. venerealis cfvi03/293	1273266	PRJNA183998	183998	Proteobacteria	delta/epsilon subdivisions	1.99673	33.1124	-	CP006999.1	-	CP007001.1,CP007002.1,CP007000.1	-	4	2043	1939	2014/01/03	2014/02/13	Complete	Utrecht University	SAMN02641386	GCA_000512745.1	-	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
Pantoea ananatis LMG 20103	706191	PRJNA43085	43085	Proteobacteria	Gammaproteobacteria	4.70337	53.7	NC_013956.2	CP001875.2	-	-	-	1	4349	4241	2010/03/16	2014/01/30	Complete	Forestry and Agricultural Biotechnology Institute	SAMN02603236	GCA_000025405.2	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea ananatis
Caldicellulosiruptor lactoaceticus 6A	632516	PRJNA40219	40219	Firmicutes	Clostridia	2.67481	36.1	NC_015949.1	CP003001.1	-	-	-	1	2545	2318	2011/08/22	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713563	GCA_000193435.3	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor lactoaceticus
Bacillus atrophaeus 1942	720555	PRJNA46075	46075	Firmicutes	Bacilli	4.16827	43.2	NC_014639.1	CP002207.1	-	-	-	1	4282	4186	2010/11/02	2013/12/11	Complete	Transformational Medical Technologies Program	SAMN01816415	GCA_000165925.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus atrophaeus
Xanthomonas axonopodis pv. citrumelo F1	981368	PRJNA62495	62495	Proteobacteria	Gammaproteobacteria	4.96747	64.9	NC_016010.1	CP002914.1	-	-	-	1	4262	4181	2011/09/14	2013/06/11	Complete	University of Florida	SAMN02604170	GCA_000225915.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas alfalfae
Propionibacterium acidipropionici ATCC 4875	1171373	PRJNA158149	158149	Actinobacteria	Actinobacteria	3.65617	68.8	NC_019395.1	CP003493.1	-	-	-	1	3433	3336	2012/11/06	2014/01/06	Complete	State University of Campinas	SAMN02603885	GCA_000310065.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacterium acidipropionici
Stigmatella aurantiaca DW4/3-1	378806	PRJNA52561	52561	Proteobacteria	delta/epsilon subdivisions	10.2608	67.5	NC_014623.1	CP002271.1	-	-	-	1	8407	8352	2010/10/21	2013/07/06	Complete	Max Planck Institute for Terrestrial Microbiology	SAMN02603592	GCA_000165485.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	Stigmatella aurantiaca
Granulicella mallensis MP5ACTX8	682795	PRJNA47903	47903	Fibrobacteres/Acidobacteria group	Acidobacteria	6.23758	57.9	NC_016631.1	CP003130.1	-	-	-	1	4960	4815	2011/12/01	2013/07/17	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232025	GCA_000178955.2	REPR	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis
Acetohalobium arabaticum DSM 5501	574087	PRJNA32769	32769	Firmicutes	Clostridia	2.4696	36.6	NC_014378.1	CP002105.1	-	-	-	1	2437	2282	2010/08/05	2014/01/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00016993	GCA_000144695.1	REPR	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Acetohalobium	Acetohalobium arabaticum
Xanthomonas axonopodis Xac29-1	1304892	PRJNA193074	193074	Proteobacteria	Gammaproteobacteria	5.29652	64.7171	NC_020800.1	CP004399.1	NC_020798.1,NC_020801.1,NC_020797.1	CP004401.1,CP004402.1,CP004400.1	-	4	4465	4403	2013/03/22	2013/06/10	Complete	Shanghai Jiao Tong University	SAMN02603863	GCA_000348585.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas axonopodis
Spiroplasma sabaudiense Ar-1343	1276257	PRJNA184750	184750	Tenericutes	Mollicutes	1.07595	30.2	-	CP006934.1	-	-	-	1	967	924	2014/02/07	2014/02/07	Complete	Academia Sinica	-	GCA_000565215.1	-	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sabaudiense
Lactobacillus brevis ATCC 367	387344	PRJNA404	404	Firmicutes	Bacilli	2.34023	46.0393	NC_008497.1	CP000416.1	NC_008499.1,NC_008498.1	CP000418.1,CP000417.1	-	3	2351	2218	2006/10/13	2014/01/28	Complete	US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.	SAMN02598532	GCA_000014465.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis
Pelobacter propionicus DSM 2379	338966	PRJNA13384	13384	Proteobacteria	delta/epsilon subdivisions	4.24112	58.4603	NC_008609.1	CP000482.1	NC_008607.1,NC_008608.1	CP000483.1,CP000484.1	-	3	3913	3804	2006/11/30	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598297	GCA_000015045.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter propionicus
Clostridium saccharobutylicum DSM 13864	1345695	PRJNA217481	217481	Firmicutes	Clostridia	5.10781	28.7	NC_022571.1	CP006721.1	-	-	-	1	4552	4393	2013/10/18	2014/01/30	Complete	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	SAMN02603278	GCA_000473995.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum
Spirochaeta thermophila DSM 6578	869211	PRJNA50823	50823	Spirochaetes	Spirochaetia	2.56022	60.9	NC_017583.1	CP002903.1	-	-	-	1	2350	2264	2011/07/06	2014/01/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00191235	GCA_000184345.2	-	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila
Thioalkalivibrio nitratireducens DSM 14787	1255043	PRJNA178382	178382	Proteobacteria	Gammaproteobacteria	4.00235	66.5	NC_019902.1	CP003989.1	-	-	-	1	3880	3778	2012/12/17	2014/01/30	Complete	A.N. Bach Institute of Biochemistry	SAMN02602962	GCA_000321415.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
Calditerrivibrio nitroreducens DSM 19672	768670	PRJNA49523	49523	Deferribacteres	Deferribacteres	2.21655	35.6755	NC_014758.1	CP002347.1	NC_014749.1	CP002348.1	-	2	2177	2100	2010/11/30	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS107384	GCA_000183405.1	REPR	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	Calditerrivibrio nitroreducens
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	PRJNA10687	10687	Spirochaetes	Spirochaetia	4.62737	35	NC_005824.1,NC_005823.1	AE016824.1,AE016823.1	-	-	-	2	3762	3667	2004/03/22	2013/06/10	Complete	Sao Paulo state (Brazil) Consortium	SAMN02603847	GCA_000007685.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	Leptospira interrogans
Dechloromonas aromatica RCB	159087	PRJNA9635	9635	Proteobacteria	Betaproteobacteria	4.5011	59.2	NC_007298.1	CP000089.1	-	-	-	1	4283	4171	2005/08/05	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598546	GCA_000012425.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas aromatica
Streptomyces avermitilis MA-4680 = NBRC 14893	227882	PRJNA189	189	Actinobacteria	Actinobacteria	9.11989	70.6845	NC_003155.4	BA000030.3	NC_004719.1	AP005645.1	-	2	7765	7676	2001/10/15	2013/05/23	Complete	NITE	-	GCA_000009765.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis
Streptosporangium roseum DSM 43021	479432	PRJNA21083	21083	Actinobacteria	Actinobacteria	10.3695	70.8965	NC_013595.1	CP001814.1	NC_013596.1	CP001815.1	-	2	9508	8975	2009/12/10	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002585	GCA_000024865.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum
Bordetella parapertussis Bpp5	1208660	PRJEB143	177084	Proteobacteria	Betaproteobacteria	4.89957	67.7798	NC_018828.1	HE965803.1	NC_018830.1	HE965804.1	-	2	4574	4184	2012/10/08	2013/06/11	Complete	WTSI	-	GCA_000317935.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis
Rickettsia massiliae MTU5	416276	PRJNA18271	18271	Proteobacteria	Alphaproteobacteria	1.37618	32.4911	NC_009900.1	CP000683.1	NC_009897.1	CP000684.1	-	2	1436	980	2007/10/04	2014/01/30	Complete	CNRS	SAMN02603147	GCA_000016625.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia massiliae
Aster yellows witches'-broom phytoplasma AYWB	322098	PRJNA13478	13478	Tenericutes	Mollicutes	0.72397	26.8254	NC_007716.1	CP000061.1	NC_007720.1,NC_007717.1,NC_007719.1,NC_007718.1	CP000065.1,CP000062.1,CP000064.1,CP000063.1	-	5	730	693	2006/01/11	2013/05/23	Complete	Ohio State University	SAMN02603687	GCA_000012225.1	REPR	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma
Francisella cf. novicida 3523	676032	PRJNA62753	62753	Proteobacteria	Gammaproteobacteria	1.94531	32.3	NC_017449.1	CP002558.1	-	-	-	1	1898	1854	2011/04/08	2013/06/11	Complete	LANL	SAMN02603514	GCA_000195555.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella novicida
Polymorphum gilvum SL003B-26A1	991905	PRJNA63293	63293	Proteobacteria	Alphaproteobacteria	4.71896	67.1174	NC_015259.1	CP002568.1	NC_015258.1	CP002569.1	-	2	4453	4393	2011/03/18	2014/01/30	Complete	College of Engineering, Peking University	SAMN02603150	GCA_000192745.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Polymorphum gilvum
Propionibacterium avidum 44067	1170318	PRJNA157751	157751	Actinobacteria	Actinobacteria	2.52614	63.5	NC_021064.1	CP005287.1	-	-	-	1	2297	2242	2013/04/17	2014/01/30	Complete	BAYGEN	SAMN02603001	GCA_000367205.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacterium avidum
Streptococcus parasanguinis ATCC 15912	760570	PRJNA48315	48315	Firmicutes	Bacilli	2.15365	41.7	NC_015678.1	CP002843.1	-	-	-	1	2103	2022	2011/06/10	2013/08/28	Complete	Baylor College of Medicine	SAMN00113608	GCA_000164675.2	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	PRJNA16841	16841	Proteobacteria	Gammaproteobacteria	1.16078	34	NC_008610.1	CP000488.1	-	-	-	1	1117	976	2006/12/01	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598375	GCA_000015105.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Candidatus Ruthia magnifica
Bacteroides fragilis 638R	862962	PRJNA50405	50405	Bacteroidetes/Chlorobi group	Bacteroidetes	5.37312	43.4	NC_016776.1	FQ312004.1	-	-	-	1	4416	4290	2010/07/23	2013/07/06	Complete	The Wellcome Trust Sanger Institute	-	GCA_000210835.1	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Thermoanaerobacterium thermosaccharolyticum M0795	698948	PRJNA60809	60809	Firmicutes	Clostridia	2.89428	33.7123	NC_019970.1	CP003066.1	NC_019956.1	CP003067.1	-	2	2919	2714	2012/12/27	2013/07/22	Complete	JGI	SAMN02261387	GCA_000328545.1	-	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum
Streptomyces scabiei 87.22	680198	PRJEA40749	40749	Actinobacteria	Actinobacteria	10.1487	71.5	NC_013929.1	FN554889.1	-	-	-	1	8901	8746	2009/10/02	2013/06/10	Complete	Wellcome Trust Sanger Institute	-	GCA_000091305.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei
