genome	scaffold	read	read_GC	read_buoyant_density	read_start	read_length	fragment_GC	fragment_buoyant_density	fragment_start	fragment_length
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__128/1	52.4	1.711352	3616579	250	44.902404646991	1.70400435655405	3578019	46826
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__130/2	50.8	1.709784	2749949	250	44.7616521592361	1.70386641911605	2739944	41473
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__173/1	44.4	1.703512	2239592	250	42.4147258389877	1.70156643132221	2221847	43624
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__242/2	44	1.70312	1581379	250	43.168039794808	1.70230467899891	1545645	38598
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__256/1	45.6	1.704688	1789138	250	46.2357075681829	1.70531099341682	1760182	40406
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__29/1	44.4	1.703512	3874952	250	46.5730951512942	1.70564163324827	3852839	38402
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__307/2	39.2	1.698416	2677587	250	43.877110514198	1.70299956830391	2645056	41696
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__375/1	48.4	1.707432	3992024	250	43.5072759291871	1.7026371304106	3985030	43156
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__397/1	45.2	1.704296	181393	250	42.9631023084572	1.70210384026229	177671	37211
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__408/2	38.8	1.698024	2506247	250	38.3199539850451	1.69755355490534	2487176	39987
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__471/2	43.6	1.702728	1266929	250	42.6749260875686	1.70182142756582	1243965	35515
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__506/1	39.2	1.698416	997517	250	43.7040028720158	1.70282992281458	956939	44568
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__512/2	43.2	1.702336	1496837	250	42.7168759970342	1.70186253847709	1471252	44507
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__619/2	42.4	1.701552	2493817	250	38.8642744341112	1.69808698894543	2481878	45592
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__655/2	42.4	1.701552	2490623	250	43.3530385433909	1.70248597777252	2449879	42290
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__667/1	43.2	1.702336	2754831	250	45.8639279877052	1.70494664942795	2721255	40993
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__685/1	54.4	1.713312	90788	250	45.0696652328408	1.70416827192818	78531	42776
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__703/2	32.8	1.692144	534100	250	39.1466573021377	1.6983637241561	512192	45562
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__762/1	49.2	1.708216	2794966	250	44.4771687857673	1.70358762541005	2773695	41763
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__776/2	54	1.71292	161193	250	46.2957347887609	1.70536982009299	145819	39576
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__839/2	49.2	1.708216	2966577	250	44.7827924461152	1.70388713659719	2945639	44957
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__847/1	41.6	1.700768	1698424	250	41.5940254652302	1.70076214495593	1659582	40840
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__875/2	47.6	1.706648	306134	250	44.5649727686006	1.70367367331323	286231	44434
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__919/1	42.4	1.701552	2380307	250	45.1016240858581	1.70419959160414	2352171	42116
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__920/1	36.4	1.695672	1911771	250	42.9549949351213	1.70209589503642	1905446	41462
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__982/1	33.6	1.692928	1062485	250	45.6264573735995	1.70471392822613	1055773	35166
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__996/2	45.6	1.704688	1879915	250	38.9078746455319	1.69812971715262	1839435	41259
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__10/2	47.6	1.706648	2793721	250	44.368645746226	1.7034812728313	2761995	45442
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__128/2	33.6	1.692928	3616212	250	45.3399175376354	1.70443311918688	3587533	41716
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__130/1	48	1.70704	2750080	250	45.5000115236581	1.70459001129319	2727206	43389
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__173/2	42.8	1.701944	2239793	250	43.159977388355	1.70229677784059	2204084	42456
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__242/1	38	1.69724	1581565	250	44.7368421052632	1.70384210526316	1574093	32718
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__256/2	48	1.70704	1788923	250	46.422281192025	1.70549383556818	1762720	42583
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__29/2	41.6	1.700768	3874726	250	46.8263105380305	1.70588978432727	3847747	39087
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__307/1	40.8	1.699984	2677459	250	43.6760888376118	1.70280256706086	2646764	41604
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__375/2	46.8	1.705864	3992316	250	43.9471772519718	1.70306823370693	3988515	38544
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__397/2	46.8	1.705864	181431	250	46.4907940310946	1.70556097815047	143352	38399
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__408/1	32	1.69136	2506004	250	37.0105856792863	1.6962703739657	2495410	43266
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__471/1	30.8	1.690184	1266799	250	40.5636510827768	1.69975237806112	1230371	39528
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__506/2	40	1.6992	997739	250	44.3497810909952	1.70346278546918	970756	42255
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__512/1	46	1.70508	1496967	250	42.8222163167685	1.70196577199043	1472066	37630
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__619/1	49.2	1.708216	2493723	250	39.060522379473	1.69827931193188	2485162	34764
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__655/1	39.2	1.698416	2490738	250	41.3665399050531	1.70053920910695	2472501	40233
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__667/2	43.2	1.702336	2754657	250	45.0473628815343	1.7041464156239	2738657	34204
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__685/2	55.6	1.714488	90897	250	45.8946736984179	1.70497678022445	61440	40009
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__703/1	33.2	1.692536	533957	250	38.6283147620282	1.69785574846679	517728	46308
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__762/2	36.8	1.696064	2794822	250	44.0924259705149	1.7032105774511	2778371	47346
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__776/1	55.2	1.714096	161262	250	45.1587871820664	1.70425561143843	136121	34795
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__839/1	50.8	1.709784	2966393	250	46.1136284419658	1.70519135587313	2932540	43035
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__847/2	43.6	1.702728	1698368	250	42.7637254083535	1.70190845090019	1689037	35937
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__875/1	46.8	1.705864	306151	250	45.2599030195132	1.70435470495912	268486	42689
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__919/2	47.6	1.706648	2380594	250	45.2187778455189	1.70431440228861	2338502	42646
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__920/2	42.4	1.701552	1911651	250	42.6394492194352	1.70178666023505	1899560	45608
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__982/2	31.6	1.690968	1062399	250	44.3251403299881	1.70343863752339	1023834	47032
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__996/1	44.4	1.703512	1879974	250	37.5752219837563	1.69682371754408	1854881	47526
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__126/1	39.2	1.698416	774310	250	46.0889200684	1.70516714166703	765160	45614
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__147/2	49.2	1.708216	2062167	250	42.0166678471091	1.70117633449017	2060040	42357
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__190/2	40	1.6992	2981150	250	45.5772113943029	1.70466566716642	2938296	44022
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__2/2	37.2	1.696456	2229210	250	42.4074027508864	1.70155925469587	2219661	39769
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__200/2	39.6	1.698808	1304300	250	44.6804797167577	1.70378687012242	1287289	40107
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__221/1	48	1.70704	2857361	250	45.121689077838	1.70421925529628	2836918	41869
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__239/2	30.4	1.689792	3829721	250	43.4340979782271	1.70256541601866	3800192	41152
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__258/1	36.8	1.696064	1556269	250	43.4796916133885	1.70261009778112	1536256	42544
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__27/1	36.4	1.695672	1762717	250	44.4780929625205	1.70358853110327	1745976	35993
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__275/2	40.8	1.699984	1178084	250	44.2122899522003	1.70332804415316	1161578	40586
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__324/1	36.8	1.696064	2695037	250	43.889562493685	1.70301177124381	2672747	39588
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__352/2	41.6	1.700768	231664	250	45.5153326148721	1.70460502596257	228135	40828
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__399/1	42.4	1.701552	1942269	250	43.8168246923542	1.70294048819851	1914772	34699
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__433/2	46.8	1.705864	3998243	250	43.7060478199719	1.70283192686357	3958856	39816
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__445/1	40.4	1.699592	2721652	250	45.8460809238592	1.70492915930538	2709017	46414
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__508/1	48.8	1.707824	2010529	250	42.6466181798371	1.70179368581624	1978928	36711
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__52/1	50	1.709	3943035	250	44.1106740664907	1.70322846058516	3936823	37118
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__525/2	44.4	1.703512	3289316	250	45.3417510631768	1.70443491604191	3251864	45618
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__550/2	44.8	1.703904	2652233	250	44.0241762526808	1.70314369272763	2619660	46161
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__569/2	56.4	1.715272	749004	250	47.665968715359	1.70671264934105	744231	40595
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__571/1	45.6	1.704688	1815374	250	46.2617768084006	1.70533654127223	1781798	44473
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__587/2	42.4	1.701552	2163859	250	43.0217605083335	1.70216132529817	2154674	39659
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__604/2	42.8	1.701944	2733667	250	46.0733872335614	1.70515191948889	2723839	35374
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__648/2	48.8	1.707824	496880	250	43.5245828099767	1.70265409115378	483715	44584
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__669/1	43.2	1.702336	993357	250	44.438846575586	1.70355006964407	968405	33743
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__720/1	42.4	1.701552	2428869	250	41.4803225418221	1.70065071609099	2401028	41545
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__741/2	47.6	1.706648	1403740	250	42.5808833710251	1.7017292657036	1367779	43334
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__782/1	45.2	1.704296	2617733	250	44.7010654421246	1.70380704413328	2608421	44207
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__824/2	47.6	1.706648	2585701	250	42.4352060436435	1.70158650192277	2554303	43947
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__849/1	43.2	1.702336	365205	250	47.9016654150285	1.70694363210673	363349	45274
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__868/2	48.4	1.707432	209405	250	41.3215219285507	1.70049509148998	201723	34430
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__882/2	38.4	1.697632	1091943	250	44.934592860188	1.70403590100298	1078211	44567
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__91/2	46	1.70508	1048273	250	43.7012830471701	1.70282725738623	1021573	37333
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__917/1	56.4	1.715272	298007	250	46.0240963855422	1.70510361445783	258294	46065
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__936/2	44.8	1.703904	2296892	250	43.1788432636835	1.70231526639841	2275332	41254
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__962/1	46.8	1.705864	2171276	250	43.1938338249207	1.70232995714842	2144134	35938
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__1/2	38.4	1.697632	80333	250	45.4451934862546	1.70453628961653	60446	45688
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__107/1	42.8	1.701944	30061	250	44.4414541703111	1.70355262508691	-9753	44589
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__108/2	42	1.70116	363308	250	46.2260688727139	1.70530154749526	352504	32698
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__144/2	39.2	1.698416	2515740	250	37.2332634662491	1.69648859819692	2514258	39599
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__193/2	50.8	1.709784	1136127	250	46.2393291912916	1.70531454260747	1107341	39594
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__203/2	50.4	1.709392	1788658	250	46.2097542600102	1.70528555917481	1768183	45129
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__235/1	52.8	1.711744	392402	250	50.1820603907638	1.70917841918295	373125	22520
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__276/2	47.2	1.706256	3755724	250	45.479465003072	1.70456987570301	3723721	42318
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__279/1	33.2	1.692536	1533579	250	43.2127206710905	1.70234846625767	1517859	39935
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__297/1	33.2	1.692536	783874	250	46.3737603191313	1.70544628511275	758533	36098
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__298/2	48.4	1.707432	1111388	250	45.0340936322245	1.70413341175958	1077414	45903
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__351/2	38	1.69724	3294822	250	45.9605517705442	1.70504134073513	3272715	47556
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__430/2	38.8	1.698024	3190610	250	44.9557376034337	1.70405662285137	3154993	48461
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__460/1	49.6	1.708608	2360715	250	44.1986832611833	1.70331470959596	2360113	44352
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__482/1	43.2	1.702336	89670	250	45.017667844523	1.70411731448763	82135	48110
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__526/2	40.4	1.699592	2287863	250	43.2036097010716	1.70233953750705	2273823	40779
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__529/1	44.4	1.703512	3871058	250	44.0373920246125	1.70315664418412	3836919	42255
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__553/2	48.8	1.707824	2983668	250	43.1768677847963	1.7023133304291	2975436	36728
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__565/1	48.8	1.707824	1113215	250	44.883299182741	1.70398563319909	1080117	42459
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__584/2	30.8	1.690184	3099144	250	44.8785396004025	1.70398096880839	3066745	34785
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__607/2	35.2	1.694496	1436933	250	42.132037594671	1.70128939684278	1394577	43836
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__608/1	38.4	1.697632	2191692	250	42.9568187362771	1.70209768236155	2153846	40990
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__631/1	47.6	1.706648	1505135	250	42.0168862190478	1.70117654849467	1487837	42283
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__644/1	34.8	1.694104	3362639	250	42.2403284788606	1.70139552190928	3355820	46761
Bacillus subtilis subsp. subtilis RO-NN-1, complete genome.	CP002906	CP002906__716/1	43.6	1.702728	1946533	250	45.5755241762944	1.70466401369277	1924152	46740
